Año,Semana epidemiológica,virus,Subtipo Virus,Muestras positivas,,
2019,36,,Rinovirus,4,0,
2019,36,VRS,VRS,41,0,
2019,37,Influenza A,A no subtipificable,0,0,
2019,37,Influenza A,A no subtipificado,0,0,
2019,37,Influenza A,A(H1),0,0,
2019,37,Influenza A,A(H1N1)pdm09,0,0,
2019,37,Influenza A,A(H3),0,0,
2019,37,,Adenovirus,2,0,
2019,37,,Bocavirus,0,0,
2019,37,COVID,Coronavirus,0,0,
2019,37,,Metapneumovirus,12,0,
2019,37,,Otros,1,0,
2019,37,,Parainfluenza,19,0,
2019,37,Influenza B,Positivo influenza  B,20,0,
2019,37,,Rinovirus,1,0,
2019,37,VRS,VRS,20,0,
2019,38,Influenza A,A no subtipificable,0,0,
2019,38,Influenza A,A no subtipificado,0,0,
2019,38,Influenza A,A(H1),0,0,
2019,38,Influenza A,A(H1N1)pdm09,0,0,
2019,38,Influenza A,A(H3),4,0,
2019,38,,Adenovirus,5,0,
2019,38,,Bocavirus,0,0,
2019,38,COVID,Coronavirus,0,0,
2019,38,,Metapneumovirus,17,0,
2019,38,,Otros,0,0,
2019,38,,Parainfluenza,13,0,
2019,38,Influenza B,Positivo influenza  B,13,0,
2019,38,,Rinovirus,6,0,
2019,38,VRS,VRS,20,0,
2019,39,Influenza A,A no subtipificable,0,0,
2019,39,Influenza A,A no subtipificado,0,0,
2019,39,Influenza A,A(H1),0,0,
2019,39,Influenza A,A(H1N1)pdm09,0,0,
2019,39,Influenza A,A(H3),0,0,
2019,39,,Adenovirus,1,0,
2019,39,,Bocavirus,0,0,
2019,39,COVID,Coronavirus,0,0,
2019,39,,Metapneumovirus,10,0,
2019,39,,Otros,1,0,
2019,39,,Parainfluenza,11,0,
2019,39,Influenza B,Positivo influenza  B,12,0,
2019,39,,Rinovirus,2,0,
2019,39,VRS,VRS,15,0,
2019,40,Influenza A,A no subtipificable,0,0,
2019,40,Influenza A,A no subtipificado,0,0,
2019,40,Influenza A,A(H1),0,0,
2019,40,Influenza A,A(H1N1)pdm09,0,0,
2019,40,Influenza A,A(H3),2,0,
2019,40,,Adenovirus,2,0,
2019,40,,Bocavirus,0,0,
2019,40,COVID,Coronavirus,0,0,
2019,40,,Metapneumovirus,15,0,
2019,40,,Otros,0,0,
2019,40,,Parainfluenza,10,0,
2019,40,Influenza B,Positivo influenza  B,10,0,
2019,40,,Rinovirus,0,0,
2019,40,VRS,VRS,4,0,
2019,41,Influenza A,A no subtipificable,0,0,
2019,41,Influenza A,A no subtipificado,0,0,
2019,41,Influenza A,A(H1),0,0,
2019,41,Influenza A,A(H1N1)pdm09,0,0,
2019,41,Influenza A,A(H3),1,0,
2019,41,,Adenovirus,2,0,
2019,41,,Bocavirus,0,0,
2019,41,COVID,Coronavirus,0,0,
2019,41,,Metapneumovirus,13,0,
2019,41,,Otros,0,0,
2019,41,,Parainfluenza,7,0,
2019,41,Influenza B,Positivo influenza  B,7,0,
2019,41,,Rinovirus,1,0,
2019,41,VRS,VRS,2,0,
2019,42,Influenza A,A no subtipificable,0,0,
2019,42,Influenza A,A no subtipificado,0,0,
2019,42,Influenza A,A(H1),0,0,
2019,42,Influenza A,A(H1N1)pdm09,0,0,
2019,42,Influenza A,A(H3),0,0,
2019,42,,Adenovirus,2,0,
2019,42,,Bocavirus,0,0,
2019,42,COVID,Coronavirus,0,0,
2019,42,,Metapneumovirus,10,0,
2019,42,,Otros,0,0,
2019,42,,Parainfluenza,1,0,
2019,42,Influenza B,Positivo influenza  B,1,0,
2019,42,,Rinovirus,2,0,
2019,42,VRS,VRS,4,0,
2019,43,Influenza A,A no subtipificable,0,0,
2019,43,Influenza A,A no subtipificado,0,0,
2019,43,Influenza A,A(H1),0,0,
2019,43,Influenza A,A(H1N1)pdm09,0,0,
2019,43,Influenza A,A(H3),0,0,
2019,43,,Adenovirus,3,0,
2019,43,,Bocavirus,0,0,
2019,43,COVID,Coronavirus,0,0,
2019,43,,Metapneumovirus,10,0,
2019,43,,Otros,0,0,
2019,43,,Parainfluenza,8,0,
2019,43,Influenza B,Positivo influenza  B,8,0,
2019,43,,Rinovirus,1,0,
2019,43,VRS,VRS,4,0,
2019,44,Influenza A,A no subtipificable,0,0,
2019,44,Influenza A,A no subtipificado,0,0,
2019,44,Influenza A,A(H1),0,0,
2019,44,Influenza A,A(H1N1)pdm09,0,0,
2019,44,Influenza A,A(H3),0,0,
2019,44,,Adenovirus,0,0,
2019,44,,Bocavirus,0,0,
2019,44,COVID,Coronavirus,0,0,
2019,44,,Metapneumovirus,4,0,
2019,44,,Otros,0,0,
2019,44,,Parainfluenza,4,0,
2019,44,Influenza B,Positivo influenza  B,4,0,
2019,44,,Rinovirus,0,0,
2019,44,VRS,VRS,4,0,
2019,45,Influenza A,A no subtipificable,0,0,
2019,45,Influenza A,A no subtipificado,0,0,
2019,45,Influenza A,A(H1),0,0,
2019,45,Influenza A,A(H1N1)pdm09,0,0,
2019,45,Influenza A,A(H3),0,0,
2019,45,,Adenovirus,1,0,
2019,45,,Bocavirus,0,0,
2019,45,COVID,Coronavirus,0,0,
2019,45,,Metapneumovirus,5,0,
2019,45,,Otros,0,0,
2019,45,,Parainfluenza,0,0,
2019,45,Influenza B,Positivo influenza  B,0,0,
2019,45,,Rinovirus,1,0,
2019,45,VRS,VRS,2,0,
2019,46,Influenza A,A no subtipificable,0,0,
2019,46,Influenza A,A no subtipificado,0,0,
2019,46,Influenza A,A(H1),0,0,
2019,46,Influenza A,A(H1N1)pdm09,0,0,
2019,46,Influenza A,A(H3),1,0,
2019,46,,Adenovirus,2,0,
2019,46,,Bocavirus,0,0,
2019,46,COVID,Coronavirus,0,0,
2019,46,,Metapneumovirus,6,0,
2019,46,,Otros,0,0,
2019,46,,Parainfluenza,0,0,
2019,46,Influenza B,Positivo influenza  B,0,0,
2019,46,,Rinovirus,1,0,
2019,46,VRS,VRS,1,0,
2019,47,Influenza A,A no subtipificable,0,0,
2019,47,Influenza A,A no subtipificado,0,0,
2019,47,Influenza A,A(H1),0,0,
2019,47,Influenza A,A(H1N1)pdm09,0,0,
2019,47,Influenza A,A(H3),0,0,
2019,47,,Adenovirus,1,0,
2019,47,,Bocavirus,0,0,
2019,47,COVID,Coronavirus,0,0,
2019,47,,Metapneumovirus,7,0,
2019,47,,Otros,0,0,
2019,47,,Parainfluenza,0,0,
2019,47,Influenza B,Positivo influenza  B,0,0,
2019,47,,Rinovirus,0,0,
2019,47,VRS,VRS,1,0,
2019,48,Influenza A,A no subtipificable,0,0,
2019,48,Influenza A,A no subtipificado,0,0,
2019,48,Influenza A,A(H1),0,0,
2019,48,Influenza A,A(H1N1)pdm09,0,0,
2019,48,Influenza A,A(H3),0,0,
2019,48,,Adenovirus,2,0,
2019,48,,Bocavirus,0,0,
2019,48,COVID,Coronavirus,0,0,
2019,48,,Metapneumovirus,1,0,
2019,48,,Otros,0,0,
2019,48,,Parainfluenza,1,0,
2019,48,Influenza B,Positivo influenza  B,1,0,
2019,48,,Rinovirus,1,0,
2019,48,VRS,VRS,1,0,
2019,49,Influenza A,A no subtipificable,0,0,
2019,49,Influenza A,A no subtipificado,0,0,
2019,49,Influenza A,A(H1),0,0,
2019,49,Influenza A,A(H1N1)pdm09,0,0,
2019,49,Influenza A,A(H3),0,0,
2019,49,,Adenovirus,2,0,
2019,49,,Bocavirus,0,0,
2019,49,COVID,Coronavirus,0,0,
2019,49,,Metapneumovirus,1,0,
2019,49,,Otros,0,0,
2019,49,,Parainfluenza,0,0,
2019,49,Influenza B,Positivo influenza  B,0,0,
2019,49,,Rinovirus,0,0,
2019,49,VRS,VRS,0,0,
2019,50,Influenza A,A no subtipificable,0,0,
2019,50,Influenza A,A no subtipificado,0,0,
2019,50,Influenza A,A(H1),0,0,
2019,50,Influenza A,A(H1N1)pdm09,0,0,
2019,50,Influenza A,A(H3),0,0,
2019,50,,Adenovirus,0,0,
2019,50,,Bocavirus,0,0,
2019,50,COVID,Coronavirus,0,0,
2019,50,,Metapneumovirus,1,0,
2019,50,,Otros,0,0,
2019,50,,Parainfluenza,0,0,
2019,50,Influenza B,Positivo influenza  B,0,0,
2019,50,,Rinovirus,0,0,
2019,50,VRS,VRS,0,0,
2019,51,Influenza A,A no subtipificable,0,0,
2019,51,Influenza A,A no subtipificado,0,0,
2019,51,Influenza A,A(H1),0,0,
2019,51,Influenza A,A(H1N1)pdm09,0,0,
2019,51,Influenza A,A(H3),2,0,
2019,51,,Adenovirus,1,0,
2019,51,,Bocavirus,0,0,
2019,51,COVID,Coronavirus,0,0,
2019,51,,Metapneumovirus,3,0,
2019,51,,Otros,0,0,
2019,51,,Parainfluenza,0,0,
2019,51,Influenza B,Positivo influenza  B,0,0,
2019,51,,Rinovirus,0,0,
2019,51,VRS,VRS,0,0,
2019,52,Influenza A,A no subtipificable,0,0,
2019,52,Influenza A,A no subtipificado,0,0,
2019,52,Influenza A,A(H1),0,0,
2019,52,Influenza A,A(H1N1)pdm09,0,0,
2019,52,Influenza A,A(H3),0,0,
2019,52,,Adenovirus,1,0,
2019,52,,Bocavirus,0,0,
2019,52,COVID,Coronavirus,0,0,
2019,52,,Metapneumovirus,2,0,
2019,52,,Otros,0,0,
2019,52,,Parainfluenza,0,0,
2019,52,Influenza B,Positivo influenza  B,0,0,
2019,52,,Rinovirus,1,0,
2019,52,VRS,VRS,0,0,
2022,1,Influenza A,A no subtipificable,0,0,
2022,1,Influenza A,A no subtipificado,0,0,
2022,1,Influenza A,A(H1),0,0,
2022,1,Influenza A,A(H1N1)pdm09,0,0,
2022,1,Influenza A,A(H3),3,0,
2022,1,,Adenovirus,1,0,
2022,1,Influenza B,B Victoria,0,0,
2022,1,Influenza B,B Victoria ∆162/163,0,0,
2022,1,Influenza B,B Victoria ∆162/163/164,0,0,
2022,1,Influenza B,B Yamagata,2,0,
2022,1,,Bocavirus,9,0,
2022,1,COVID,Coronavirus,53,0,
2022,1,,Metapneumovirus,0,0,
2022,1,,Otros,26,0,
2022,1,,Parainfluenza,0,0,
2022,1,Influenza B,Positivo influenza  B,10,0,
2022,1,,Rinovirus,34,0,
2022,1,,SARS-CoV-2,0,0,
2022,1,VRS,VRS,1,0,
2022,2,Influenza A,A no subtipificable,0,0,
2022,2,Influenza A,A no subtipificado,0,0,
2022,2,Influenza A,A(H1),0,0,
2022,2,Influenza A,A(H1N1)pdm09,0,0,
2022,2,Influenza A,A(H3),5,0,
2022,2,,Adenovirus,3,0,
2022,2,Influenza B,B Victoria,0,0,
2022,2,Influenza B,B Victoria ∆162/163,0,0,
2022,2,Influenza B,B Victoria ∆162/163/164,0,0,
2022,2,Influenza B,B Yamagata,2,0,
2022,2,,Bocavirus,19,0,
2022,2,COVID,Coronavirus,64,0,
2022,2,,Metapneumovirus,2,0,
2022,2,,Otros,45,0,
2022,2,,Parainfluenza,1,0,
2022,2,Influenza B,Positivo influenza  B,13,0,
2022,2,,Rinovirus,54,0,
2022,2,,SARS-CoV-2,3,0,
2022,2,VRS,VRS,0,0,
2022,3,Influenza A,A no subtipificable,0,0,
2022,3,Influenza A,A no subtipificado,0,0,
2022,3,Influenza A,A(H1),0,0,
2022,3,Influenza A,A(H1N1)pdm09,0,0,
2022,3,Influenza A,A(H3),5,0,
2022,3,,Adenovirus,1,0,
2022,3,Influenza B,B Victoria,0,0,
2022,3,Influenza B,B Victoria ∆162/163,0,0,
2022,3,Influenza B,B Victoria ∆162/163/164,0,0,
2022,3,Influenza B,B Yamagata,2,0,
2022,3,,Bocavirus,26,0,
2022,3,COVID,Coronavirus,48,0,
2022,3,,Metapneumovirus,1,0,
2022,3,,Otros,44,0,
2022,3,,Parainfluenza,0,0,
2022,3,Influenza B,Positivo influenza  B,9,0,
2022,3,,Rinovirus,85,0,
2022,3,,SARS-CoV-2,0,0,
2022,3,VRS,VRS,0,0,
2022,4,Influenza A,A no subtipificable,0,0,
2022,4,Influenza A,A no subtipificado,0,0,
2022,4,Influenza A,A(H1),0,0,
2022,4,Influenza A,A(H1N1)pdm09,0,0,
2022,4,Influenza A,A(H3),6,0,
2022,4,,Adenovirus,2,0,
2022,4,Influenza B,B Victoria,0,0,
2022,4,Influenza B,B Victoria ∆162/163,0,0,
2022,4,Influenza B,B Victoria ∆162/163/164,0,0,
2022,4,Influenza B,B Yamagata,2,0,
2022,4,,Bocavirus,15,0,
2022,4,COVID,Coronavirus,40,0,
2022,4,,Metapneumovirus,0,0,
2022,4,,Otros,29,0,
2022,4,,Parainfluenza,1,0,
2022,4,Influenza B,Positivo influenza  B,3,0,
2022,4,,Rinovirus,121,0,
2022,4,,SARS-CoV-2,0,0,
2022,4,VRS,VRS,0,0,
2022,5,Influenza A,A no subtipificable,0,0,
2022,5,Influenza A,A no subtipificado,0,0,
2022,5,Influenza A,A(H1),0,0,
2022,5,Influenza A,A(H1N1)pdm09,0,0,
2022,5,Influenza A,A(H3),3,0,
2022,5,,Adenovirus,5,0,
2022,5,Influenza B,B Victoria,0,0,
2022,5,Influenza B,B Victoria ∆162/163,0,0,
2022,5,Influenza B,B Victoria ∆162/163/164,0,0,
2022,5,Influenza B,B Yamagata,4,0,
2022,5,,Bocavirus,10,0,
2022,5,COVID,Coronavirus,60,0,
2022,5,,Metapneumovirus,0,0,
2022,5,,Otros,27,0,
2022,5,,Parainfluenza,1,0,
2022,5,Influenza B,Positivo influenza  B,3,0,
2022,5,,Rinovirus,135,0,
2022,5,,SARS-CoV-2,1,0,
2022,5,VRS,VRS,0,0,
2022,6,Influenza A,A no subtipificable,0,0,
2022,6,Influenza A,A no subtipificado,0,0,
2022,6,Influenza A,A(H1),0,0,
2022,6,Influenza A,A(H1N1)pdm09,0,0,
2022,6,Influenza A,A(H3),4,0,
2022,6,,Adenovirus,2,0,
2022,6,Influenza B,B Victoria,0,0,
2022,6,Influenza B,B Victoria ∆162/163,0,0,
2022,6,Influenza B,B Victoria ∆162/163/164,0,0,
2022,6,Influenza B,B Yamagata,0,0,
2022,6,,Bocavirus,6,0,
2022,6,COVID,Coronavirus,46,0,
2022,6,,Metapneumovirus,0,0,
2022,6,,Otros,15,0,
2022,6,,Parainfluenza,0,0,
2022,6,Influenza B,Positivo influenza  B,3,0,
2022,6,,Rinovirus,129,0,
2022,6,,SARS-CoV-2,0,0,
2022,6,VRS,VRS,0,0,
2022,7,Influenza A,A no subtipificable,0,0,
2022,7,Influenza A,A no subtipificado,0,0,
2022,7,Influenza A,A(H1),0,0,
2022,7,Influenza A,A(H1N1)pdm09,0,0,
2022,7,Influenza A,A(H3),2,0,
2022,7,,Adenovirus,0,0,
2022,7,Influenza B,B Victoria,0,0,
2022,7,Influenza B,B Victoria ∆162/163,0,0,
2022,7,Influenza B,B Victoria ∆162/163/164,0,0,
2022,7,Influenza B,B Yamagata,0,0,
2022,7,,Bocavirus,11,0,
2022,7,COVID,Coronavirus,40,0,
2022,7,,Metapneumovirus,0,0,
2022,7,,Otros,16,0,
2022,7,,Parainfluenza,1,0,
2022,7,Influenza B,Positivo influenza  B,1,0,
2022,7,,Rinovirus,140,0,
2022,7,,SARS-CoV-2,0,0,
2022,7,VRS,VRS,0,0,
2022,8,Influenza A,A no subtipificable,0,0,
2022,8,Influenza A,A no subtipificado,0,0,
2022,8,Influenza A,A(H1),0,0,
2022,8,Influenza A,A(H1N1)pdm09,0,0,
2022,8,Influenza A,A(H3),2,0,
2022,8,,Adenovirus,4,0,
2022,8,Influenza B,B Victoria,0,0,
2022,8,Influenza B,B Victoria ∆162/163,0,0,
2022,8,Influenza B,B Victoria ∆162/163/164,0,0,
2022,8,Influenza B,B Yamagata,1,0,
2022,8,,Bocavirus,1,0,
2022,8,COVID,Coronavirus,54,0,
2022,8,,Metapneumovirus,0,0,
2022,8,,Otros,9,0,
2022,8,,Parainfluenza,0,0,
2022,8,Influenza B,Positivo influenza  B,1,0,
2022,8,,Rinovirus,96,0,
2022,8,,SARS-CoV-2,0,0,
2022,8,VRS,VRS,0,0,
2022,9,Influenza A,A no subtipificable,0,0,
2022,9,Influenza A,A no subtipificado,0,0,
2022,9,Influenza A,A(H1),0,0,
2022,9,Influenza A,A(H1N1)pdm09,0,0,
2022,9,Influenza A,A(H3),1,0,
2022,9,,Adenovirus,2,0,
2022,9,Influenza B,B Victoria,0,0,
2022,9,Influenza B,B Victoria ∆162/163,0,0,
2022,9,Influenza B,B Victoria ∆162/163/164,0,0,
2022,9,Influenza B,B Yamagata,0,0,
2022,9,,Bocavirus,0,0,
2022,9,COVID,Coronavirus,54,0,
2022,9,,Metapneumovirus,0,0,
2022,9,,Otros,7,0,
2022,9,,Parainfluenza,3,0,
2022,9,Influenza B,Positivo influenza  B,1,0,
2022,9,,Rinovirus,71,0,
2022,9,,SARS-CoV-2,0,0,
2022,9,VRS,VRS,1,0,
2022,10,Influenza A,A no subtipificable,0,0,
2022,10,Influenza A,A no subtipificado,0,0,
2022,10,Influenza A,A(H1),0,0,
2022,10,Influenza A,A(H1N1)pdm09,0,0,
2022,10,Influenza A,A(H3),1,0,
2022,10,,Adenovirus,12,0,
2022,10,Influenza B,B Victoria,0,0,
2022,10,Influenza B,B Victoria ∆162/163,0,0,
2022,10,Influenza B,B Victoria ∆162/163/164,0,0,
2022,10,Influenza B,B Yamagata,0,0,
2022,10,,Bocavirus,4,0,
2022,10,COVID,Coronavirus,63,0,
2022,10,,Metapneumovirus,0,0,
2022,10,,Otros,19,0,
2022,10,,Parainfluenza,1,0,
2022,10,Influenza B,Positivo influenza  B,2,0,
2022,10,,Rinovirus,40,0,
2022,10,,SARS-CoV-2,0,0,
2022,10,VRS,VRS,0,0,
2022,11,Influenza A,A no subtipificable,0,0,
2022,11,Influenza A,A no subtipificado,0,0,
2022,11,Influenza A,A(H1),0,0,
2022,11,Influenza A,A(H1N1)pdm09,0,0,
2022,11,Influenza A,A(H3),2,0,
2022,11,,Adenovirus,14,0,
2022,11,Influenza B,B Victoria,0,0,
2022,11,Influenza B,B Victoria ∆162/163,0,0,
2022,11,Influenza B,B Victoria ∆162/163/164,0,0,
2022,11,Influenza B,B Yamagata,0,0,
2022,11,,Bocavirus,2,0,
2022,11,COVID,Coronavirus,81,0,
2022,11,,Metapneumovirus,0,0,
2022,11,,Otros,21,0,
2022,11,,Parainfluenza,1,0,
2022,11,Influenza B,Positivo influenza  B,0,0,
2022,11,,Rinovirus,37,0,
2022,11,,SARS-CoV-2,1,0,
2022,11,VRS,VRS,0,0,
2022,12,Influenza A,A no subtipificable,0,0,
2022,12,Influenza A,A no subtipificado,0,0,
2022,12,Influenza A,A(H1),0,0,
2022,12,Influenza A,A(H1N1)pdm09,0,0,
2022,12,Influenza A,A(H3),5,0,
2022,12,,Adenovirus,13,0,
2022,12,Influenza B,B Victoria,0,0,
2022,12,Influenza B,B Victoria ∆162/163,0,0,
2022,12,Influenza B,B Victoria ∆162/163/164,0,0,
2022,12,Influenza B,B Yamagata,1,0,
2022,12,,Bocavirus,0,0,
2022,12,COVID,Coronavirus,93,0,
2022,12,,Metapneumovirus,0,0,
2022,12,,Otros,21,0,
2022,12,,Parainfluenza,0,0,
2022,12,Influenza B,Positivo influenza  B,1,0,
2022,12,,Rinovirus,11,0,
2022,12,,SARS-CoV-2,0,0,
2022,12,VRS,VRS,1,0,
2022,13,Influenza A,A no subtipificable,0,0,
2022,13,Influenza A,A no subtipificado,2,0,
2022,13,Influenza A,A(H1),0,0,
2022,13,Influenza A,A(H1N1)pdm09,0,0,
2022,13,Influenza A,A(H3),6,0,
2022,13,,Adenovirus,11,0,
2022,13,Influenza B,B Victoria,0,0,
2022,13,Influenza B,B Victoria ∆162/163,0,0,
2022,13,Influenza B,B Victoria ∆162/163/164,0,0,
2022,13,Influenza B,B Yamagata,0,0,
2022,13,,Bocavirus,6,0,
2022,13,COVID,Coronavirus,90,0,
2022,13,,Metapneumovirus,0,0,
2022,13,,Otros,28,0,
2022,13,,Parainfluenza,0,0,
2022,13,Influenza B,Positivo influenza  B,0,0,
2022,13,,Rinovirus,13,0,
2022,13,,SARS-CoV-2,1,0,
2022,13,VRS,VRS,0,0,
2022,14,Influenza A,A no subtipificable,0,0,
2022,14,Influenza A,A no subtipificado,0,0,
2022,14,Influenza A,A(H1),0,0,
2022,14,Influenza A,A(H1N1)pdm09,0,0,
2022,14,Influenza A,A(H3),2,0,
2022,14,,Adenovirus,16,0,
2022,14,Influenza B,B Victoria,0,0,
2022,14,Influenza B,B Victoria ∆162/163,0,0,
2022,14,Influenza B,B Victoria ∆162/163/164,0,0,
2022,14,Influenza B,B Yamagata,1,0,
2022,14,,Bocavirus,2,0,
2022,14,COVID,Coronavirus,83,0,
2022,14,,Metapneumovirus,0,0,
2022,14,,Otros,26,0,
2022,14,,Parainfluenza,0,0,
2022,14,Influenza B,Positivo influenza  B,4,0,
2022,14,,Rinovirus,8,0,
2022,14,,SARS-CoV-2,1,0,
2022,14,VRS,VRS,1,0,
2022,15,Influenza A,A no subtipificable,0,0,
2022,15,Influenza A,A no subtipificado,0,0,
2022,15,Influenza A,A(H1),0,0,
2022,15,Influenza A,A(H1N1)pdm09,0,0,
2022,15,Influenza A,A(H3),8,0,
2022,15,,Adenovirus,6,0,
2022,15,Influenza B,B Victoria,0,0,
2022,15,Influenza B,B Victoria ∆162/163,0,0,
2022,15,Influenza B,B Victoria ∆162/163/164,0,0,
2022,15,Influenza B,B Yamagata,1,0,
2022,15,,Bocavirus,3,0,
2022,15,COVID,Coronavirus,93,0,
2022,15,,Metapneumovirus,0,0,
2022,15,,Otros,33,0,
2022,15,,Parainfluenza,1,0,
2022,15,Influenza B,Positivo influenza  B,11,0,
2022,15,,Rinovirus,7,0,
2022,15,,SARS-CoV-2,1,0,
2022,15,VRS,VRS,1,0,
2022,16,Influenza A,A no subtipificable,0,0,
2022,16,Influenza A,A no subtipificado,0,0,
2022,16,Influenza A,A(H1),0,0,
2022,16,Influenza A,A(H1N1)pdm09,0,0,
2022,16,Influenza A,A(H3),8,0,
2022,16,,Adenovirus,13,0,
2022,16,Influenza B,B Victoria,0,0,
2022,16,Influenza B,B Victoria ∆162/163,0,0,
2022,16,Influenza B,B Victoria ∆162/163/164,0,0,
2022,16,Influenza B,B Yamagata,3,0,
2022,16,,Bocavirus,3,0,
2022,16,COVID,Coronavirus,120,0,
2022,16,,Metapneumovirus,0,0,
2022,16,,Otros,37,0,
2022,16,,Parainfluenza,2,0,
2022,16,Influenza B,Positivo influenza  B,8,0,
2022,16,,Rinovirus,8,0,
2022,16,,SARS-CoV-2,1,0,
2022,16,VRS,VRS,0,0,
2022,17,Influenza A,A no subtipificable,0,0,
2022,17,Influenza A,A no subtipificado,0,0,
2022,17,Influenza A,A(H1),0,0,
2022,17,Influenza A,A(H1N1)pdm09,0,0,
2022,17,Influenza A,A(H3),16,0,
2022,17,,Adenovirus,21,0,
2022,17,Influenza B,B Victoria,0,0,
2022,17,Influenza B,B Victoria ∆162/163,0,0,
2022,17,Influenza B,B Victoria ∆162/163/164,0,0,
2022,17,Influenza B,B Yamagata,1,0,
2022,17,,Bocavirus,2,0,
2022,17,COVID,Coronavirus,145,0,
2022,17,,Metapneumovirus,0,0,
2022,17,,Otros,61,0,
2022,17,,Parainfluenza,1,0,
2022,17,Influenza B,Positivo influenza  B,17,0,
2022,17,,Rinovirus,7,0,
2022,17,,SARS-CoV-2,1,0,
2022,17,VRS,VRS,2,0,
2022,18,Influenza A,A no subtipificable,0,0,
2022,18,Influenza A,A no subtipificado,1,0,
2022,18,Influenza A,A(H1),0,0,
2022,18,Influenza A,A(H1N1)pdm09,0,0,
2022,18,Influenza A,A(H3),24,0,
2022,18,,Adenovirus,24,0,
2022,18,Influenza B,B Victoria,0,0,
2022,18,Influenza B,B Victoria ∆162/163,0,0,
2022,18,Influenza B,B Victoria ∆162/163/164,0,0,
2022,18,Influenza B,B Yamagata,11,0,
2022,18,,Bocavirus,4,0,
2022,18,COVID,Coronavirus,185,0,
2022,18,,Metapneumovirus,0,0,
2022,18,,Otros,102,0,
2022,18,,Parainfluenza,5,0,
2022,18,Influenza B,Positivo influenza  B,31,0,
2022,18,,Rinovirus,12,0,
2022,18,,SARS-CoV-2,4,0,
2022,18,VRS,VRS,7,0,
2022,19,Influenza A,A no subtipificable,0,0,
2022,19,Influenza A,A no subtipificado,0,0,
2022,19,Influenza A,A(H1),0,0,
2022,19,Influenza A,A(H1N1)pdm09,0,0,
2022,19,Influenza A,A(H3),18,0,
2022,19,,Adenovirus,22,0,
2022,19,Influenza B,B Victoria,0,0,
2022,19,Influenza B,B Victoria ∆162/163,0,0,
2022,19,Influenza B,B Victoria ∆162/163/164,0,0,
2022,19,Influenza B,B Yamagata,9,0,
2022,19,,Bocavirus,5,0,
2022,19,COVID,Coronavirus,178,0,
2022,19,,Metapneumovirus,1,0,
2022,19,,Otros,95,0,
2022,19,,Parainfluenza,6,0,
2022,19,Influenza B,Positivo influenza  B,41,0,
2022,19,,Rinovirus,10,0,
2022,19,,SARS-CoV-2,3,0,
2022,19,VRS,VRS,5,0,
2022,20,Influenza A,A no subtipificable,0,0,
2022,20,Influenza A,A no subtipificado,0,0,
2022,20,Influenza A,A(H1),0,0,
2022,20,Influenza A,A(H1N1)pdm09,0,0,
2022,20,Influenza A,A(H3),17,0,
2022,20,,Adenovirus,21,0,
2022,20,Influenza B,B Victoria,0,0,
2022,20,Influenza B,B Victoria ∆162/163,0,0,
2022,20,Influenza B,B Victoria ∆162/163/164,0,0,
2022,20,Influenza B,B Yamagata,15,0,
2022,20,,Bocavirus,6,0,
2022,20,COVID,Coronavirus,202,0,
2022,20,,Metapneumovirus,0,0,
2022,20,,Otros,114,0,
2022,20,,Parainfluenza,6,0,
2022,20,Influenza B,Positivo influenza  B,50,0,
2022,20,,Rinovirus,12,0,
2022,20,,SARS-CoV-2,5,0,
2022,20,VRS,VRS,10,0,
2022,21,Influenza A,A no subtipificable,0,0,
2022,21,Influenza A,A no subtipificado,1,0,
2022,21,Influenza A,A(H1),0,0,
2022,21,Influenza A,A(H1N1)pdm09,0,0,
2022,21,Influenza A,A(H3),15,0,
2022,21,,Adenovirus,21,0,
2022,21,Influenza B,B Victoria,0,0,
2022,21,Influenza B,B Victoria ∆162/163,0,0,
2022,21,Influenza B,B Victoria ∆162/163/164,0,0,
2022,21,Influenza B,B Yamagata,19,0,
2022,21,,Bocavirus,8,0,
2022,21,COVID,Coronavirus,180,0,
2022,21,,Metapneumovirus,0,0,
2022,21,,Otros,126,0,
2022,21,,Parainfluenza,6,0,
2022,21,Influenza B,Positivo influenza  B,61,0,
2022,21,,Rinovirus,11,0,
2022,21,,SARS-CoV-2,0,0,
2022,21,VRS,VRS,11,0,
2022,22,Influenza A,A no subtipificable,0,0,
2022,22,Influenza A,A no subtipificado,1,0,
2022,22,Influenza A,A(H1),0,0,
2022,22,Influenza A,A(H1N1)pdm09,0,0,
2022,22,Influenza A,A(H3),14,0,
2022,22,,Adenovirus,18,0,
2022,22,Influenza B,B Victoria,0,0,
2022,22,Influenza B,B Victoria ∆162/163,0,0,
2022,22,Influenza B,B Victoria ∆162/163/164,0,0,
2022,22,Influenza B,B Yamagata,13,0,
2022,22,,Bocavirus,10,0,
2022,22,COVID,Coronavirus,188,0,
2022,22,,Metapneumovirus,0,0,
2022,22,,Otros,129,0,
2022,22,,Parainfluenza,7,0,
2022,22,Influenza B,Positivo influenza  B,71,0,
2022,22,,Rinovirus,22,0,
2022,22,,SARS-CoV-2,2,0,
2022,22,VRS,VRS,9,0,
2022,23,Influenza A,A no subtipificable,0,0,
2022,23,Influenza A,A no subtipificado,3,0,
2022,23,Influenza A,A(H1),0,0,
2022,23,Influenza A,A(H1N1)pdm09,0,0,
2022,23,Influenza A,A(H3),23,0,
2022,23,,Adenovirus,18,0,
